,Unnamed: 0,Unnamed: 0.1,make_model,short_description,price,km,hp,Type,First Registration,Body Color,Body,Gearing Type,Displacement,Fuel,CO2 Emission,Emission Class,consumption_comb,consumption_city,consumption_country,door_number,First_Registration
134,134,134,Audi A1,Sportback 1.0 TFSI Sport S tronic *PDC*SHZ*KLIMA*,18333,4800,70.0,Employee's car,2018.0,Black,Compact,Automatic,0.999,BENZINE,102,Euro 6,4.4,5.4,3.8,4,2018
135,135,135,Audi A1,Sportback 1.0 TFSI Sport S tronic *PDC*SHZ*KLIMA*,18333,5500,70.0,Employee's car,2018.0,Black,Compact,Automatic,0.999,BENZINE,102,Euro 6,4.4,5.4,3.8,4,2018
136,136,136,Audi A1,SPB 1.4 TDI S tronic Metal plus,18300,35500,66.0,Used,2018.0,Silver,Sedans,Automatic,1.422,DIESEL,104,Euro 6,4.0,4.5,3.7,5,2018
137,137,137,Audi A1,Sportback Sport,18300,18000,92.0,Used,2017.0,Blue,Sedans,Automatic,1.395,BENZINE,112,Euro 6,4.9,6.2,4.2,4,2017
138,138,138,Audi A1,Sportback 1.4 TFSI Sport S tronic,18290,40000,92.0,Used,2017.0,Blue,Sedans,Automatic,1.395,BENZINE,,,,,,5,2017
139,139,139,Audi A1,A1 SPB 1.6 TDI 116 CV S tronic + BICOLORE + FARI X,18250,14551,85.0,Employee's car,2018.0,Silver,Sedans,Automatic,1.598,DIESEL,105,Euro 6,4.0,4.6,3.6,5,2018
140,140,140,Audi A1,1.6 TDI METAL PLUS *S-TRONIC* BI-COLOR*NAVI_ XENO*,18200,16500,85.0,Used,2018.0,Black,Sedans,Automatic,1.598,DIESEL,,,,,,5,2018
141,141,141,Audi A1,"1.6 TDI EU6 S-Line Navi, Xenon+, PDC, Shz, LM 17,",18185,26700,85.0,Used,2016.0,Black,Compact,Automatic,1.598,DIESEL,99,Euro 6,3.8,4.4,3.4,3,2016
142,142,142,Audi A1,1.0 TFSI ultra Sportback S tronic design,18150,8000,70.0,Used,2017.0,Beige,Sedans,Automatic,0.999,BENZINE,102,,4.4,5.4,3.8,5,2017
143,143,143,Audi A1,1.6 TDI 116 CV Sport,18000,15000,85.0,Used,2018.0,Grey,Compact,Automatic,1.598,DIESEL,99,Euro 6,3.8,4.6,3.3,3,2018
144,144,144,Audi A1,Sportback 1.4 TFSI KLIMA PDC SHZ XENON EU6,17998,14436,92.0,Used,2017.0,Silver,Compact,Automatic,1.395,BENZINE,123,Euro 6,5.2,6.7,4.4,5,2017
145,145,145,Audi A1,Sportback 1.4 TFSI S line XENON NAVI SHZ G,17998,72624,92.0,Used,2016.0,Grey,Compact,Automatic,1.395,BENZINE,123,Euro 6,5.2,6.7,4.4,5,2016
146,146,146,Audi A1,"1.4 TDI DPF Sportback S-Tronic, Klimaautomatik, (K",17990,13960,66.0,Used,2016.0,White,Sedans,Automatic,1.422,DIESEL,103,Euro 6,3.9,4.3,3.6,4,2016
147,147,147,Audi A1,Sportback 1.4 TFSI design S tronic,17990,40301,92.0,Used,2016.0,Red,Sedans,Automatic,1.395,BENZINE,123,Euro 6,5.2,6.7,4.4,5,2016
148,148,148,Audi A1,SPORTBACK 1.0 TFSI 95ch ultra Active S tronic 7,17990,19990,71.0,Used,2017.0,Yellow,Sedans,Automatic,0.999,BENZINE,,,,,,5,2017
149,149,149,Audi A1,Sportback 1.0TFSI *Automatik*Klima*Tempomat*,17990,3087,70.0,Used,2018.0,Blue,Compact,Automatic,0.999,BENZINE,102,Euro 6,4.4,5.4,3.8,4,2018
150,150,150,Audi A1,Sportback 1.4 TDI Admired S-Tronic KLIMA XENON ALU,17989,37626,66.0,Used,2016.0,Black,Compact,Automatic,1.422,DIESEL,109,Euro 6,4.1,4.6,3.8,5,2016
151,151,151,Audi A1,Sportback 1.0TFSI*S-tronic*media*SHZ*PDC*,17980,22980,70.0,Used,2017.0,Black,Sedans,Automatic,0.999,BENZINE,102,Euro 6,4.4,5.4,3.8,4,2017
152,152,152,Audi A1,Sportback S line 1.4 TDI admired Xenon S tronic,17980,57926,66.0,Used,2016.0,Grey,Compact,Automatic,1.422,DIESEL,99,Euro 6,3.8,4.3,3.5,5,2016
153,153,153,Audi A1,1.4 TFSI Sportback S tronic/S1/S-LINE/NAVI/XENON,17970,3900,92.0,Used,2017.0,Blue,Compact,Automatic,1.395,BENZINE,112,,4.9,6.2,4.2,5,2017
154,154,154,Audi A1,Sportback 1.4 TFSI Design S tro. 92*Bose*Xe X,17980,7924,92.0,Used,2016.0,Blue,Sedans,Automatic,1.395,BENZINE,112,,4.9,6.2,4.2,4,2016
155,155,155,Audi A1,Sportback sport 1.6TDI S tronic/Media/SHZ/APS P,17970,6257,85.0,Used,2017.0,Silver,Compact,Automatic,1.598,DIESEL,106,Euro 6,4.0,4.8,3.5,5,2017
156,156,156,Audi A1,SPB 1.6 TDI 116 CV S tronic Design,17950,29800,85.0,Used,2016.0,Silver,Sedans,Automatic,1.598,DIESEL,97,Euro 6,3.7,4.3,3.4,5,2016
157,157,157,Audi A1,Sportback 1.0 TFSI Automaat + CLIMA/15LMV/PDC/BLU,17950,35816,70.0,Used,2016.0,Black,Compact,Automatic,0.999,BENZINE,102,Euro 6,4.4,5.4,3.8,5,2016
158,158,158,Audi A1,Sport 1.4 TFSI S tronic LEDER/SHV/EPH hi./+++,17950,12960,92.0,Used,2018.0,Grey,Sedans,Automatic,1.395,BENZINE,112,Euro 6,4.9,6.2,4.2,2,2018
159,159,159,Audi A1,Sportback 1.0 TFSI Sport S tronic *PDC*SHZ*KLIMA*,17950,8600,70.0,Employee's car,2018.0,Black,Compact,Automatic,0.999,BENZINE,102,Euro 6,4.4,5.4,3.8,4,2018
160,160,160,Audi A1,Sportback 1.0 TFSI s-tronic NAVI SITZHEIZUNG EINPA,17950,14300,70.0,Used,2017.0,Blue,Sedans,Automatic,0.999,DIESEL,,Euro 6,,,,5,2017
161,161,161,Audi A1,Sportback 1.0 TFSI basis XENON*SHZ*EUR6,17944,9463,70.0,Used,2018.0,White,Sedans,Automatic,0.999,BENZINE,102,Euro 6,4.4,5.4,3.8,5,2018
162,162,162,Audi A1,Sport 1.4 TFSI S tronic Xenon Navi PDC Pano,17940,20326,92.0,Used,2016.0,Red,Compact,Automatic,1.395,BENZINE,112,,4.9,6.2,4.2,3,2016
163,163,163,Audi A1,"Sportback S-Line Navi, Xenon, Leder, Keyless,Pano",17950,70000,70.0,Used,2016.0,Red,Compact,Automatic,0.999,BENZINE,102,Euro 6,4.4,5.4,3.8,4,2016
164,164,164,Audi A1,I 2015 Sportback A1 SB 1.4 tdi Sport s-tronic,17500,23664,66.0,Used,2018.0,Silver,Sedans,Automatic,1.422,DIESEL,,,,,,4,2018
165,165,165,Audi A1,SB Sport 1.4 TDI S tr. S-LINE XENON NAVI,17500,51900,66.0,Used,2016.0,Black,Sedans,Automatic,1.422,DIESEL,99,,3.8,4.3,3.5,5,2016
166,166,166,Audi A1,SPB 1.0 TFSI ultra S tronic Admired,17500,15000,70.0,Used,2017.0,Blue,Sedans,Automatic,0.999,BENZINE,102,Euro 6,4.4,5.4,3.8,5,2017
167,167,167,Audi A1,1.4 TFSI Sportback S tronic,17500,33000,92.0,Used,2016.0,Red,Sedans,Automatic,1.395,BENZINE,112,Euro 6,4.9,6.2,4.2,5,2016
168,168,168,Audi A1,1.4 TDI intense,17450,12000,66.0,Used,2016.0,Grey,Sedans,Automatic,1.422,DIESEL,,,3.8,,,4,2016
169,169,169,Audi A1,SPB 1.4 TDI S tronic S-LINE,17500,42000,66.0,Used,2017.0,Silver,Sedans,Automatic,1.422,DIESEL,99,Euro 6,3.8,4.3,3.5,5,2017
170,170,170,Audi A1,"Sportback 1.6 TDI basis S-tronic Xenon-Plus, Bl",17930,25976,85.0,Used,2017.0,Blue,Sedans,Automatic,1.598,DIESEL,106,Euro 6,4.0,4.8,3.5,5,2017
171,171,171,Audi A1,1.0 TFSI,17500,26299,70.0,Used,2017.0,Black,Sedans,Automatic,0.999,BENZINE,102,Euro 6,4.2,5.0,3.7,5,2017
172,172,172,Audi A1,Sportback 1.0 TFSI ultra S-tronic Naiv / PDC / SHZ,17495,40000,70.0,Used,2017.0,Red,Sedans,Automatic,0.999,BENZINE,102,Euro 6,4.4,5.4,3.8,4,2017
173,173,173,Audi A1,Sportback design 1.4 TDI S tronic Navi Xenon,17490,36530,66.0,Used,2017.0,Black,Sedans,Automatic,1.422,DIESEL,99,Euro 6,3.8,4.3,3.5,5,2017
174,174,174,Audi A1,SPORTBACK 1.4 TDI 90ch ultra Ambiente S tronic 7,17490,29159,66.0,Used,2017.0,Grey,Sedans,Automatic,1.422,DIESEL,,,,,,5,2017
175,175,175,Audi A1,1.8 TFSI DSG Navi Xenon SHZ Bluetoth EU6,17490,55000,141.0,Used,2016.0,Black,Sedans,Automatic,1.798,BENZINE,137,Euro 6,5.8,7.4,4.9,3,2016
176,176,176,Audi A1,1.0 TFSI S line S-tronic Navi|Pano|Xenon|LED,17449,40133,70.0,Used,2016.0,Grey,Sedans,Automatic,0.999,BENZINE,107,Euro 6,4.4,5.4,3.8,5,2016
177,177,177,Audi A1,Sportback 1.4 TFSI KLIMA PDC SHZ XENON EU6,17445,38562,92.0,Used,2017.0,White,Compact,Automatic,1.395,BENZINE,112,Euro 6,4.9,6.2,4.2,5,2017
178,178,178,Audi A1,Sportback 1.0 TFSI Sport S tronic *PDC*SHZ*KLIMA*,17444,7300,70.0,Employee's car,2018.0,Black,Compact,Automatic,0.999,BENZINE,102,Euro 6,4.4,5.4,3.8,4,2018
179,179,179,Audi A1,Sportback Design 1.4 TFSI Navi PDC Sitzhzg.,17440,10457,92.0,Used,2017.0,Blue,Station wagon,Automatic,1.395,BENZINE,112,Euro 6,4.9,6.2,4.2,5,2017
180,180,180,Audi A1,Sportback 1.0TFSI Sport S-tronic Bi-Xenon PDC,17420,27058,70.0,Used,2016.0,Grey,Compact,Automatic,0.999,BENZINE,102,,4.4,5.4,3.8,4,2016
181,181,181,Audi A1,Sportback admired 1.0 TFSI S tronic Xenon PDC,17450,38344,70.0,Used,2016.0,Black,Compact,Automatic,0.999,BENZINE,104,Euro 6,4.4,5.2,3.9,5,2016
182,182,182,Audi A1,Sportback 1.4TFSI Sport S Line admired plus,17445,45276,110.0,Used,2016.0,Red,Sedans,Automatic,1.395,BENZINE,109,,4.7,5.8,4.1,4,2016
183,183,183,Audi A1,Sportback 1.0 TFSI S LINE ADMIRED XENON PRIVA,17370,16607,70.0,Used,2018.0,White,Compact,Automatic,0.999,BENZINE,104,Euro 6,4.4,5.2,3.9,4,2018
184,184,184,Audi A1,Sportback 1.0 TFSI ultra S tronic,17350,26462,70.0,Used,2016.0,Black,Compact,Automatic,0.999,BENZINE,102,Euro 6,4.4,5.4,3.8,5,2016
185,185,185,Audi A1,1.4 TDI S tronic S-Line,17900,62000,66.0,Used,2017.0,White,Compact,Automatic,1.422,DIESEL,99,Euro 6,3.8,4.3,3.5,3,2017
186,186,186,Audi A1,"Sportback 1.6 TDI S-line Sport, Xenon, Sitzheizun",17930,40257,85.0,Used,2017.0,Black,Compact,Automatic,1.598,DIESEL,99,,3.8,4.4,3.4,5,2017
187,187,187,Audi A1,Sportback 1.6 TDI S tronic Sitzheizung Klima,17920,36709,85.0,Used,2016.0,Black,Compact,Automatic,1.598,DIESEL,99,Euro 6,3.8,4.4,3.4,4,2016
188,188,188,Audi A1,Sportback 1.0 TFSI Adrenalin S Tronic 7,17900,25330,70.0,Used,2017.0,Grey,Sedans,Automatic,0.999,BENZINE,103,Euro 6,4.5,5.4,3.8,5,2017
189,189,189,Audi A1,Sportback Sportback 1.4 TDI S tronic Adrenalin2,17900,11300,66.0,Used,2016.0,Grey,Compact,Automatic,1.41,DIESEL,,,,,,5,2016
190,190,190,Audi A1,Sportback 1.0 TFSI sport,17900,10170,70.0,Used,2018.0,Grey,Compact,Automatic,0.999,BENZINE,102,Euro 6,4.6,5.6,4.0,5,2018
191,191,191,Audi A1,SPB 1.6 TDI 116 CV S tronic,17900,12260,85.0,Used,2018.0,Silver,Sedans,Automatic,1.598,DIESEL,105,Euro 6,4.0,4.6,3.6,5,2018
192,192,192,Audi A1,"1.0TFSI,Xenon,Bose,Sitzheizung,",17900,44604,70.0,Used,2016.0,Red,Compact,Automatic,0.999,BENZINE,100,Euro 6,4.2,5.0,3.7,3,2016
193,193,193,Audi A1,SPORTBACK 1.0 TFSI 95ch ultra S tronic 7,17900,25751,71.0,Used,2017.0,Beige,Sedans,Automatic,0.999,BENZINE,,,,,,5,2017
194,194,194,Audi A1,1.0 TFSI ultra Sportback S tronic,17900,13000,70.0,Used,2017.0,Blue,Sedans,Automatic,0.999,BENZINE,102,Euro 6,4.4,5.4,3.8,5,2017
195,195,195,Audi A1,Sportback 1.0 TFSI 95 CV S tronic Admired,17900,63136,70.0,Used,2016.0,Grey,Sedans,Automatic,0.999,BENZINE,102,Euro 6,4.4,5.4,3.8,5,2016
196,196,196,Audi A1,A1/S1 1.6 TDI 116 CV S tronic,17900,21900,85.0,Used,2017.0,Beige,Sedans,Automatic,1.598,DIESEL,,Euro 6,,,,3,2017
197,197,197,Audi A1,SPB 1.0 TFSI ultra S tronic Sport,17900,23357,70.0,Used,2016.0,Blue,Sedans,Automatic,0.999,BENZINE,102,Euro 6,4.4,5.4,3.8,5,2016
198,198,198,Audi A1,1.4 16V TFSI *Sport*S-Line*S-Tronic*Xenon*,17900,40000,110.0,Used,2016.0,White,Compact,Automatic,1.395,BENZINE,116,Euro 6,5.0,6.1,4.4,4,2016
199,199,199,Audi A1,Sportback 1.0 TFSI 95 CV S tronic Admired,17900,63136,70.0,Used,2016.0,Grey,Sedans,Automatic,0.999,BENZINE,102,Euro 6,4.4,5.4,3.8,5,2016
200,200,200,Audi A1,SB design 1.4 TFSI S tr. XENON SITZHZG BOSE,17890,27950,92.0,Used,2016.0,Silver,Sedans,Automatic,1.395,BENZINE,112,,4.9,6.2,4.2,5,2016
201,201,201,Audi A1,1.0 TFSI S tronic,16900,3150,70.0,Used,2016.0,Blue,Sedans,Automatic,0.999,BENZINE,102,Euro 6,4.4,5.4,3.8,5,2016
202,202,202,Audi A1,Sportback 1.0 TFSI sport S tronic,17900,4810,70.0,Used,2018.0,White,Compact,Automatic,0.999,BENZINE,102,,4.6,5.6,4.0,5,2018
203,203,203,Audi A1,Sportback A1 SPB 1.4 TDI S tronic Sport,16900,32700,66.0,Used,2017.0,Blue,Sedans,Automatic,1.422,DIESEL,104,Euro 6,4.0,4.5,3.7,3,2017
204,204,204,Audi A1,1.4 TDI Stronic sport Sline TEMPO XENON,16900,67790,66.0,Used,2016.0,Red,Compact,Automatic,1.422,DIESEL,104,Euro 6,4.0,4.4,3.7,3,2016
205,205,205,Audi A1,Sportback 1.6 TDI S tronic sport EU6 Navi Xenon (K,17890,63500,85.0,Used,2017.0,Silver,Sedans,Automatic,1.598,DIESEL,99,Euro 6,3.8,4.4,3.4,5,2017
206,206,206,Audi A1,1.4 TFSI 125ch Business line S tronic 7,17900,37702,93.0,Used,2017.0,Blue,Sedans,Automatic,1.395,BENZINE,,,,,,3,2017
207,207,207,Audi A1,1.4 TDi S tronic + S-Line met GPS+PDC+EURO6B+ALU.V,17900,40164,66.0,Used,2017.0,Grey,Sedans,Automatic,1.422,DIESEL,101,Euro 6,3.8,4.3,3.5,5,2017
208,208,208,Audi A1,SPORTBACK 1.0 TFSI 95ch ultra Ambiente S tronic 7,16900,47750,71.0,Used,2016.0,White,Sedans,Automatic,0.999,BENZINE,,,,,,5,2016
209,209,209,Audi A1,Sportback 1.4 TFSI S-TRON. BLUET./GRA/SITZH.,16890,39600,92.0,Used,2016.0,Black,Compact,Automatic,1.395,BENZINE,123,Euro 6,5.2,6.7,4.5,5,2016
210,210,210,Audi A1,"Sportback 1.0 TFSI ultra S tronic Navi, PDC, (Klim",16890,29200,70.0,Used,2016.0,Red,Sedans,Automatic,0.999,BENZINE,102,Euro 6,4.4,5.4,3.8,5,2016
211,211,211,Audi A1,Sportback 1.0 TFSI - Panoramaglasdach APS,16880,32103,70.0,Used,2016.0,Grey,Sedans,Automatic,0.999,BENZINE,102,Euro 6,4.4,5.4,3.8,5,2016
212,212,212,Audi A1,Sportback 1.0 TSI Xenon_DSG_S-line,16880,19700,70.0,Used,2017.0,Red,Compact,Automatic,0.999,BENZINE,102,Euro 6,4.4,5.4,3.8,4,2017
213,213,213,Audi A1,1.0 TFSI (8X) Sportback ultra,16880,6680,70.0,Used,2017.0,Blue,Compact,Automatic,0.999,BENZINE,104,Euro 6,4.4,5.2,3.9,5,2017
214,214,214,Audi A1,1.4 TFSI Automatik Sport Xenon Einparkhilfe,16880,49100,92.0,Used,2016.0,Grey,Sedans,Automatic,1.395,BENZINE,121,Euro 6,5.1,6.6,4.3,3,2016
215,215,215,Audi A1,Sportback basis 1.4 TFSI S-tronic/Xenon,16879,30348,92.0,Used,2016.0,Silver,Compact,Automatic,1.395,BENZINE,123,Euro 6,5.2,6.7,4.4,5,2016
216,216,216,Audi A1,Sportback sport 1.4TDI S tronic Media/SHZ/APS P,16870,7680,66.0,Used,2017.0,Blue,Compact,Automatic,1.422,DIESEL,109,Euro 6,4.1,4.6,3.8,5,2017
217,217,217,Audi A1,1.4 TDI (ultra) S tronic design,16850,36400,66.0,Used,2016.0,Black,Sedans,Automatic,1.422,DIESEL,104,Euro 6,4.0,4.5,3.7,3,2016
218,218,218,Audi A1,Sportback S line 1.4 TFSI Rotor Xenon Navi Si X,16840,49800,92.0,Used,2016.0,Blue,Sedans,Automatic,1.395,BENZINE,112,,4.9,6.2,4.2,4,2016
219,219,219,Audi A1,1.4TFSI S-line S-trc Xen Navi Einpark Sitzh,16830,50200,92.0,Used,2016.0,White,Compact,Automatic,1.395,BENZINE,112,Euro 6,4.9,6.2,4.2,2,2016
220,220,220,Audi A1,Sportback 1.4TFSI S tronic Xenon Navi,16876,47500,92.0,Used,2016.0,Blue,Sedans,Automatic,1.395,BENZINE,112,Euro 6,4.9,6.2,4.2,5,2016
221,221,221,Audi A1,Sportback 1.0 TFSI ultra design PDC SHZ,16820,24762,70.0,Used,2017.0,Brown,Compact,Automatic,0.999,BENZINE,104,Euro 6,4.4,5.2,3.9,5,2017
222,222,222,Audi A1,SPORTBACK 1.0 TFSI ultra CAMBIO AUTOMATICO,16800,36236,70.0,Used,2016.0,Blue,Sedans,Automatic,0.999,BENZINE,114,Euro 6d-TEMP,5.1,6.2,4.4,5,2016
223,223,223,Audi A1,Sportback 1.4 TFSI S tronic PDC LM Klima,16790,38831,92.0,Used,2016.0,Brown,Compact,Automatic,1.395,BENZINE,123,,5.2,6.7,4.4,5,2016
224,224,224,Audi A1,*S-tronic*Navi*Bluetooth*MMI*APS*,16780,18556,66.0,Used,2017.0,Black,Sedans,Automatic,1.422,DIESEL,97,Euro 6,3.7,4.2,3.4,5,2017
225,225,225,Audi A1,"Sportback 1.6 TDI S line admired Euro 6, MMI Na",16530,36625,85.0,Used,2016.0,White,Compact,Automatic,1.598,DIESEL,106,Euro 6,4.0,4.8,3.5,5,2016
226,226,226,Audi A1,Sportback 1.4 TFSI Attraction S Tronic 9,16500,25000,92.0,Used,2016.0,Brown,Sedans,Automatic,1.395,BENZINE,112,Euro 6,4.9,6.2,4.2,5,2016
227,227,227,Audi A1,Sportback 1.6 TDI Metal Plus S tronic,16500,36041,85.0,Used,2017.0,Black,Sedans,Automatic,1.598,DIESEL,105,Euro 6,4.0,4.6,3.6,5,2017
228,228,228,Audi A1,SPB 1.6 TDI 116 CV S tronic Sport,16500,36500,85.0,Used,2016.0,Red,Sedans,Automatic,1.598,DIESEL,97,Euro 6,3.7,4.3,3.4,5,2016
229,229,229,Audi A1,SPB 1.6 TDI 116 CV S tronic Metal plus,16500,66000,85.0,Used,2016.0,Blue,Sedans,Automatic,1.598,DIESEL,97,Euro 6,3.7,4.3,3.4,5,2016
230,230,230,Audi A1,SPORTBACK 1.4 TDI 90ch ultra S line S tronic 7,16490,90000,66.0,Used,2016.0,Black,Sedans,Automatic,1.422,DIESEL,,,,,,5,2016
231,231,231,Audi A1,1.0 TFSI sport ultra,16490,14000,70.0,Used,2016.0,Red,Sedans,Automatic,0.999,BENZINE,104,Euro 6,4.4,5.2,3.9,2,2016
232,232,232,Audi A1,"1,0 TFSI ultra S tronic KLIMA",16490,16081,70.0,Used,2016.0,Blue,Sedans,Automatic,0.999,BENZINE,104,Euro 6,4.4,5.2,3.9,3,2016
233,233,233,Audi A1,SPORTBACK 1.4 TFSI S-tronic SHZ PDC EURO 6,16480,32863,92.0,Used,2016.0,Brown,Sedans,Automatic,1.395,BENZINE,,Euro 6,,,,5,2016
234,234,234,Audi A1,Sportback 1.0 TFSI S tronic admired S line Xe,16480,54889,70.0,Used,2016.0,White,Sedans,Automatic,0.999,BENZINE,104,,4.4,5.2,3.9,5,2016
235,235,235,Audi A1,Sportback 1.0 TFSI ultra design Xenon Navi,16450,18392,70.0,Used,2016.0,White,Sedans,Automatic,0.999,BENZINE,102,Euro 6,4.4,5.4,3.8,5,2016
236,236,236,Audi A1,Sportback 1.4 TFSI S-tronic admired NAVI Xenon,16480,40800,92.0,Used,2016.0,Blue,Compact,Automatic,1.395,BENZINE,113,Euro 6,4.9,6.2,4.2,4,2016
237,237,237,Audi A1,Sportback sport 1.4 TDI S line Klima Navi Xenon,16480,60490,66.0,Used,2016.0,Blue,Compact,Automatic,1.422,DIESEL,109,Euro 6,4.1,4.6,3.8,5,2016
238,238,238,Audi A1,Sportback 1.0 TFSI Sport S tronic *NAVI*,16444,33142,70.0,Used,2016.0,White,Compact,Automatic,0.999,BENZINE,102,Euro 6,4.4,5.4,3.8,4,2016
239,239,239,Audi A1,1.4 TFSI S-tronic,16430,40500,92.0,Used,2016.0,Black,Compact,Automatic,1.395,BENZINE,121,Euro 6,5.1,6.6,4.3,3,2016
240,240,240,Audi A1,"Sportback 1,4 TFSI S tronic Connectivity,SHZ",16443,13819,92.0,Used,2016.0,Black,Sedans,Automatic,1.395,BENZINE,112,Euro 6,4.9,6.2,4.2,5,2016
241,241,241,Audi A1,SPB 1.4 TDI S tronic Admired S line,17300,18800,66.0,Used,2016.0,Black,Sedans,Automatic,1.422,DIESEL,99,Euro 6,3.8,4.3,3.5,5,2016
242,242,242,Audi A1,Sportback 1.4 TFSI S tronic Navigation Euro 6,17240,40550,92.0,Used,2016.0,Black,Sedans,Automatic,1.395,BENZINE,112,,4.9,6.2,4.2,5,2016
243,243,243,Audi A1,1.0 TFSI ultra S tronic sport,17150,25000,70.0,Used,2016.0,Black,Sedans,Automatic,0.999,BENZINE,102,Euro 6,4.4,5.4,3.8,3,2016
244,244,244,Audi A1,A1 SPB 1.6 TDI 116 CV S tronic,17000,46000,85.0,Used,2017.0,White,Sedans,Automatic,1.598,DIESEL,97,Euro 6,3.7,4.3,3.4,5,2017
245,245,245,Audi A1,Sportback sport DriveSel°Xenon+°S-Tronic°1.Ha,16999,31987,85.0,Used,2017.0,Blue,Compact,Automatic,1.598,DIESEL,106,Euro 6,4.0,4.6,3.6,4,2017
246,246,246,Audi A1,1.4 TFSI Sportback S tronic Navi/PDC/BC/Alu/Eu6,16999,52800,110.0,Used,2016.0,Grey,Sedans,Automatic,1.395,BENZINE,109,,4.7,5.8,4.1,5,2016
247,247,247,Audi A1,SPORTBACK 1.4 TDI 90ch ultra Ambition S tronic 7,16995,57178,66.0,Used,2016.0,Black,Sedans,Automatic,1.422,DIESEL,,,,,,5,2016
248,248,248,Audi A1,A1 SB Sline Stronic 116PS Sport Xenon Keyl. Garant,16990,36500,85.0,Used,2017.0,Black,Sedans,Automatic,1.598,DIESEL,105,Euro 6,4.0,4.6,3.6,5,2017
249,249,249,Audi A1,1.0 TFSI intense,16990,14000,70.0,Used,2017.0,White,Sedans,Automatic,0.999,BENZINE,,,4.4,,,4,2017
250,250,250,Audi A1,Sportback 1.4 TFSI S tronic SITZHZG GRA,16980,59500,92.0,Used,2016.0,Red,Compact,Automatic,1.395,BENZINE,117,Euro 6,5.1,6.3,4.4,5,2016
251,251,251,Audi A1,Sportback 1.6TDI Active Kit S tronic,16970,26861,85.0,Used,2016.0,Silver,Sedans,Automatic,1.598,DIESEL,107,Euro 6,3.9,4.3,3.4,5,2016
252,252,252,Audi A1,"Sportback 1.0 TFSI Sport S tronic PDC,SHZ,KLIMA",16950,13200,70.0,Used,2018.0,Black,Compact,Automatic,0.999,BENZINE,102,Euro 6,4.4,5.4,3.8,4,2018
253,253,253,Audi A1,Sportback 1.0TFSI Sport Xenon GRA PDC SHZ,16975,19177,70.0,Used,2017.0,Red,Compact,Automatic,0.999,BENZINE,104,Euro 6,4.4,5.2,3.9,5,2017
254,254,254,Audi A1,"Sportback Sport,Navi,Bluetooth,PDC,Sitzhzg.LM",16950,19044,70.0,Used,2017.0,Black,Compact,Automatic,0.999,BENZINE,102,Euro 6,4.6,5.6,4.0,4,2017
255,255,255,Audi A1,Sportback 1.0 sport ultra s-tronic Climatr,16930,40500,70.0,Used,2016.0,White,Compact,Automatic,0.999,BENZINE,104,Euro 6,4.4,5.2,3.9,5,2016
256,256,256,Audi A1,1.4 TDI (ultra) Sportback S tronic,16900,33000,66.0,Used,2017.0,Red,Sedans,Automatic,1.422,DIESEL,104,Euro 6,4.0,4.5,3.7,5,2017
257,257,257,Audi A1,SPORTBACK 1.4 TDI S-TRONIC NAVI TETTO CLIMA PDC,16900,21000,66.0,Used,2017.0,Silver,Compact,Automatic,1.422,DIESEL,99,Euro 6,3.8,4.3,3.5,5,2017
258,258,258,Audi A1,A1 SPB 1.6 TDI 116 CV S tronic Metal plus,16900,58033,85.0,Used,2016.0,Black,Sedans,Automatic,1.598,DIESEL,97,Euro 6,3.7,4.3,3.4,5,2016
259,259,259,Audi A1,I 2015 Sportback Diesel SB 1.6 tdi s-tronic,16900,32000,85.0,Used,2017.0,Beige,Sedans,Automatic,1.598,DIESEL,97,Euro 6,3.7,4.3,3.4,5,2017
260,260,260,Audi A1,Sportback 1.0 TFSI ultra S Line admired S-tronic,17890,12500,70.0,Used,2016.0,Grey,Sedans,Automatic,0.999,BENZINE,103,Euro 6,4.5,5.5,3.9,5,2016
261,261,261,Audi A1,Sportback design 1.4 TDI,17890,36530,66.0,Used,2017.0,Black,Sedans,Automatic,1.422,DIESEL,99,Euro 6,3.8,4.3,3.5,5,2017
262,262,262,Audi A1,Sportback design 1.0TFSI Media/SHZ/APS PDC LM K,17880,5991,70.0,Used,2018.0,Grey,Compact,Automatic,0.999,BENZINE,104,Euro 6,4.4,5.2,3.9,5,2018
263,263,263,Audi A1,Sport .0 TFSI S-line Navi Xenon,17880,33306,70.0,Used,2017.0,White,Sedans,Automatic,0.999,BENZINE,102,Euro 6,4.4,5.4,3.8,3,2017
264,264,264,Audi A1,Sportback 1.4 TFSI/XENON-Plus/KLIMA/SHZ,17850,52896,92.0,Used,2016.0,Black,Compact,Automatic,1.395,BENZINE,112,Euro 6,4.9,6.2,4.2,5,2016
265,265,265,Audi A1,design Sportback (8XF),17750,32000,85.0,Used,2017.0,Red,Sedans,Automatic,1.598,DIESEL,106,Euro 6,4.0,4.6,3.6,5,2017
266,266,266,Audi A1,Sportback 1.4 TFSI S tronic Automatik Sitzh. PD,17820,9998,92.0,Used,2017.0,Grey,Compact,Automatic,1.395,BENZINE,112,,4.9,6.2,4.2,4,2017
267,267,267,Audi A1,1.4 TDI 90ch ultra S line S tronic 7,17790,49198,66.0,Used,2016.0,Grey,Sedans,Automatic,1.422,DIESEL,,,,,,3,2016
